access,capacity0,capacity1,reuse distance for all0,reuse distance for all1,eviction0,eviction1
791,0,0,3,0,19,9
792,0,0,0,0,52,6
793,0,0,0,0,23,0
794,0,0,0,0,17,6
795,0,0,3,0,8,0
796,0,0,6,0,36,3
797,0,0,0,0,42,3
798,0,0,3,0,75,6
799,0,0,0,0,44,0
800,0,0,3,0,37,3
801,0,0,0,0,40,6
802,0,1,3,0,54,3
803,0,0,0,0,27,0
804,0,0,0,0,37,3
805,0,0,0,0,32,6
806,0,0,0,0,19,0
807,0,0,3,0,49,0
808,0,0,3,0,44,3
809,0,0,0,0,33,3
810,0,0,0,0,33,0
811,0,0,0,0,18,6
812,0,0,3,0,21,0
813,0,0,6,0,27,0
814,0,0,9,0,30,0
815,0,0,6,0,42,0
816,0,0,0,0,25,0
817,0,0,0,0,2,0
818,0,0,3,0,24,0
819,0,0,0,0,26,6
820,0,0,0,0,20,9
821,0,0,3,0,19,3
822,0,0,0,0,42,0
823,0,0,3,0,28,0
824,0,0,3,0,7,0
825,0,0,0,0,10,0
826,0,0,3,0,19,3
827,0,0,3,0,26,0
828,0,0,0,0,34,0
829,0,0,0,0,34,3
830,0,0,0,0,36,0
831,0,0,0,0,9,0
832,0,0,0,0,29,3
833,0,0,0,0,75,3
834,0,0,0,0,51,30
835,0,0,0,0,62,147
836,0,0,0,0,38,42
837,0,0,3,0,52,609
838,0,0,0,0,49,54
839,0,0,3,0,17,51
840,0,0,3,0,33,66
841,0,1,0,0,68,87
842,0,0,0,0,51,54
843,0,0,3,0,20,57
844,0,0,0,0,73,45
845,0,0,6,0,20,54
846,0,0,0,0,1,54
847,0,0,0,0,7,63
848,0,0,0,0,20,57
849,0,0,0,0,60,45
850,0,0,3,0,30,51
851,0,0,0,0,17,42
852,0,0,0,0,5,42
853,0,0,0,0,10,39
854,0,0,0,0,24,51
855,0,0,0,0,24,27
856,0,0,3,0,11,51
857,0,0,0,0,34,42
858,0,0,0,0,23,30
859,0,1,0,0,27,45
860,0,0,0,0,33,21
861,0,0,0,0,21,39
862,0,0,0,0,13,18
863,0,0,0,0,11,36
864,0,0,0,0,53,42
865,0,0,3,0,38,36
866,0,0,0,0,9,39
867,0,0,0,0,23,21
868,0,0,0,0,9,39
869,0,0,0,0,25,24
870,0,0,0,0,23,15
871,0,0,3,0,5,21
872,0,0,0,0,7,24
873,0,1,0,0,21,27
874,0,0,0,0,18,30
875,0,0,0,0,29,39
876,0,0,0,0,8,33
877,0,0,0,0,21,30
878,0,0,0,0,5,42
879,0,0,0,0,21,27
880,0,0,0,0,13,48
881,0,0,0,0,16,42
882,0,0,0,0,14,42
883,0,0,0,0,2,42
884,0,0,0,0,6,42
885,0,0,0,0,4,39
886,0,0,0,0,9,33
887,0,0,0,0,12,30
888,0,0,0,0,30,27
889,0,0,0,0,32,30
890,0,0,0,0,4,33
891,0,0,0,0,10,27
892,0,0,6,0,2,18
893,0,0,0,0,13,36
894,0,0,0,0,6,27
895,0,0,0,0,34,42
896,0,0,0,0,30,15
897,0,0,3,0,21,30
898,0,0,0,0,30,42
899,0,0,0,0,22,27
900,0,0,0,0,32,27
901,0,0,3,0,18,24
902,0,0,0,0,14,30
903,0,0,3,0,2,30
904,0,0,0,0,11,24
905,0,0,0,0,10,39
906,0,0,0,0,15,33
907,0,0,0,0,10,36
908,0,0,0,0,13,45
909,0,0,0,0,14,21
910,0,0,0,0,4,36
911,0,0,0,0,9,27
912,0,0,3,0,8,33
913,0,0,0,0,53,33
914,0,0,0,0,34,33
915,0,0,0,0,16,24
916,0,0,0,0,10,33
917,0,0,0,0,23,36
918,0,1,0,0,15,24
919,0,0,0,0,4,33
920,0,0,0,0,16,24
921,0,0,0,0,16,30
922,0,0,0,0,7,21
923,0,0,0,0,23,30
924,0,0,0,0,3,66
925,0,0,0,0,5,30
926,0,0,0,0,24,24
927,0,0,0,0,5,24
928,0,0,3,0,35,12
929,0,0,0,0,11,21
930,0,1,0,0,6,12
931,0,0,3,0,10,30
932,0,0,3,0,13,24
933,0,0,0,0,12,12
934,0,0,0,0,19,30
935,0,0,0,0,1,24
936,0,0,0,0,10,18
937,0,0,0,0,27,18
938,0,0,0,0,22,12
939,0,0,0,0,24,24
940,0,0,0,0,32,18
941,0,0,0,0,5,15
942,0,0,3,0,4,33
943,0,0,0,0,15,15
944,0,0,0,0,26,27
945,0,0,0,0,14,12
946,0,0,0,0,5,21
947,0,0,0,0,24,12
948,0,0,0,0,15,24
949,0,0,0,0,4,15
950,0,0,0,0,4,24
951,0,0,0,0,2,9
952,0,0,0,0,13,12
953,0,0,0,0,11,15
954,0,0,0,0,19,21
955,0,0,0,0,24,3
956,0,0,0,0,22,24
957,0,0,3,0,7,21
958,0,0,0,0,6,18
959,0,0,0,0,24,18
960,0,0,0,0,31,12
961,0,0,0,0,37,15
962,0,0,0,0,40,18
963,0,0,0,0,14,12
964,0,0,0,0,25,15
965,0,0,0,0,7,12
966,0,0,0,0,23,24
967,0,0,0,0,24,9
968,0,0,0,0,11,9
969,0,0,0,0,18,15
970,0,0,0,0,14,3
971,0,0,3,0,9,15
972,0,0,0,0,5,12
973,0,0,0,0,9,21
